,Price,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Age
13969,1568,781,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,95219 ,4.0,Automatic,Front,Left wheel,Black,12,6
13971,4861,891,MAZDA,1300,Sedan,Yes,Petrol,2.0,125165 ,4.0,Automatic,Front,Left wheel,Red,12,8
13974,11604,521,FIAT,500,Coupe,Yes,Petrol,1.4,152848 ,4.0,Manual,Front,Left wheel,Blue,6,13
13975,30906,503,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,41620 ,4.0,Automatic,Front,Left wheel,Yellow,4,12
13976,21012,0,TOYOTA,RAV 4,Jeep,No,Diesel,2.2,285000 ,4.0,Manual,Front,Left wheel,White,6,12
13978,9722,702,CHEVROLET,Aveo,Hatchback,No,Petrol,1.4,99500 ,4.0,Manual,Front,Left wheel,Black,8,15
13979,29166,0,MERCEDES-BENZ,E 220,Sedan,Yes,Diesel,2.2,198000 ,4.0,Automatic,Rear,Left wheel,Black,8,15
13980,36968,777,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,139905 ,4.0,Automatic,Front,Left wheel,Silver,4,10
13982,16935,0,HONDA,Insight,Sedan,Yes,Hybrid,1.3,155000 ,4.0,Variator,Front,Left wheel,Red,8,13
13985,21395,629,CHEVROLET,Orlando,Jeep,Yes,Diesel,1.6,138541 ,4.0,Automatic,Front,Left wheel,Silver,4,9
13986,7213,1282,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,71294 ,4.0,Automatic,Front,Left wheel,White,4,17
13987,13172,0,MERCEDES-BENZ,B 200 Turbo,Hatchback,Yes,Petrol,2.0,161000 ,4.0,Variator,Front,Left wheel,Silver,8,18
13988,19130,0,FORD,Fiesta,Hatchback,No,Petrol,1.6,12800 ,4.0,Automatic,Front,Left wheel,Blue,4,6
13989,9722,761,TOYOTA,Prius,Sedan,No,Hybrid,1.8,260000 ,4.0,Automatic,Front,Left wheel,Silver,6,14
13990,13987,640,CHEVROLET,Cruze,Sedan,Yes,Diesel,2.0,184124 ,4.0,Automatic,Front,Left wheel,Black,4,11
13991,26657,0,TOYOTA,RAV 4,Jeep,No,Petrol,2.5,198400 ,4.0,Automatic,4x4,Left wheel,Green,10,12
13992,7840,707,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,75507 ,4.0,Automatic,Front,Left wheel,Silver,4,13
13998,9565,978,TOYOTA,Corolla,Sedan,Yes,Petrol,1.8,6032 ,4.0,Automatic,Front,Left wheel,Blue,12,5
14000,19914,431,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.0,251768 ,4.0,Automatic,Front,Left wheel,White,4,8
14001,8467,0,HONDA,Civic,Hatchback,No,LPG,1.7,150000 ,4.0,Variator,Front,Right-hand drive,Golden,4,20
14002,627,562,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,0 ,4.0,Automatic,Front,Left wheel,Silver,12,9
14003,18817,609,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058 ,4.0,Automatic,Front,Left wheel,White,12,6
14007,22894,781,TOYOTA,Camry XLE,Sedan,Yes,Hybrid,2.5,169600 ,4.0,Automatic,Front,Left wheel,Black,12,12
14008,10036,0,NISSAN,Serena,Minivan,No,LPG,2.0,125745 ,4.0,Automatic,Front,Right-hand drive,White,4,21
14010,21442,707,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,134000 ,4.0,Automatic,Front,Left wheel,Black,4,13
14013,31361,639,KIA,Optima,Sedan,Yes,Petrol,2.0,86000 ,4.0,Automatic,Front,Left wheel,White,12,10
14015,26657,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,85000 ,4.0,Tiptronic,Front,Left wheel,White,12,10
14016,24029,640,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,115701 ,4.0,Automatic,Front,Left wheel,Orange,4,11
14018,37564,765,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,150000 ,4.0,Automatic,Front,Left wheel,Blue,4,9
14019,30734,585,MERCEDES-BENZ,C 250,Sedan,Yes,Petrol,1.8,120000 ,4.0,Tiptronic,Rear,Left wheel,White,12,11
14021,8355,761,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.8,182198 ,4.0,Automatic,Front,Left wheel,Grey,4,14
14022,11290,0,HONDA,Step Wagon,Minivan,No,LPG,2.0,162000 ,4.0,Automatic,4x4,Right-hand drive,Beige,2,19
14023,3763,640,FORD,Fusion,Sedan,Yes,Hybrid,2.0,320554 ,4.0,Automatic,Front,Left wheel,White,0,11
14024,8154,640,KIA,Optima,Sedan,Yes,Petrol,2.0,56129 ,4.0,Automatic,Front,Left wheel,White,4,11
14027,13172,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,450383 ,4.0,Automatic,Front,Left wheel,Orange,4,8
14029,21169,639,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,38955 ,4.0,Automatic,Front,Left wheel,Silver,4,10
14030,10036,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,353049 ,4.0,Automatic,Front,Left wheel,Silver,4,10
14032,1882,382,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,247835 ,4.0,Automatic,Front,Left wheel,Black,0,10
14036,14113,0,TOYOTA,Prius,Sedan,No,Petrol,1.5,142400 ,4.0,Automatic,Front,Left wheel,Blue,8,16
14038,784,448,HONDA,Insight,Hatchback,Yes,Hybrid,1.3,321269 ,4.0,Automatic,Front,Left wheel,Red,0,12
14039,18817,586,TOYOTA,Prius,Sedan,No,Hybrid,1.8,60000 ,4.0,Variator,Front,Left wheel,Black,0,12
14040,23129,639,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,191826 ,4.0,Automatic,Front,Left wheel,Silver,4,10
14042,14454,583,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,127500 ,4.0,Automatic,Front,Left wheel,White,4,13
14046,9722,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,386257 ,4.0,Automatic,Front,Left wheel,Orange,4,9
14048,22580,475,CHEVROLET,Volt,Sedan,Yes,Plug-in Hybrid,1.4,140000 ,4.0,Automatic,Front,Left wheel,Carnelian red,12,12
14049,14279,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,37898 ,4.0,Automatic,Front,Left wheel,Silver,4,8
14050,29489,831,CHEVROLET,Aveo,Sedan,Yes,Petrol,1.6,47504 ,4.0,Automatic,Front,Left wheel,White,4,7
14053,14113,475,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,100280 ,4.0,Tiptronic,Front,Left wheel,White,8,12
14054,37633,402,KIA,Niro,Jeep,No,Hybrid,1.6,65000 ,4.0,Automatic,4x4,Left wheel,White,12,7
14057,22894,779,TOYOTA,Avalon,Sedan,Yes,Hybrid,2.5,320899 ,4.0,Automatic,Front,Left wheel,Silver,12,11
14059,5645,0,MAZDA,Demio,Sedan,No,Petrol,1.3,169000 ,4.0,Automatic,4x4,Right-hand drive,Beige,4,19
14062,188,831,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,233938 ,4.0,Automatic,Front,Left wheel,Black,12,13
14063,13799,0,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,150000 ,4.0,Automatic,Front,Left wheel,Grey,8,16
14064,11604,761,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,155126 ,4.0,Automatic,Front,Left wheel,Golden,8,14
14066,941,308,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,270410 ,4.0,Automatic,Front,Left wheel,White,12,10
14068,30420,0,VOLKSWAGEN,Tiguan,Jeep,No,Petrol,2.0,74000 ,4.0,Automatic,4x4,Left wheel,Black,12,11
14069,16756,836,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,191263 ,4.0,Automatic,Front,Left wheel,White,4,14
14071,11290,586,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,146000 ,4.0,Automatic,Front,Left wheel,White,12,12
14072,12231,586,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,136194 ,4.0,Tiptronic,Front,Left wheel,Silver,12,12
14073,9722,0,AUDI,A4,Coupe,No,Diesel,2.0,260000 ,4.0,Manual,Front,Left wheel,Silver,4,21
14074,15053,0,TOYOTA,Prius,Hatchback,Yes,LPG,1.8,260000 ,4.0,Tiptronic,Front,Left wheel,Black,10,14
14075,36,0,FORD,Escape,Jeep,No,Hybrid,2.3,260000 ,4.0,Automatic,4x4,Left wheel,White,8,17
14076,9722,609,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,127515 ,4.0,Automatic,Front,Left wheel,Black,12,6
14078,6429,749,HYUNDAI,Tucson,Jeep,Yes,Petrol,2.4,0 ,4.0,Automatic,Front,Left wheel,Silver,0,10
14080,188,585,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,101552 ,4.0,Automatic,Front,Left wheel,Blue,12,11
14081,17249,0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,74900 ,4.0,Automatic,Front,Left wheel,Black,10,13
14082,13799,753,HYUNDAI,Sonata,Sedan,No,Petrol,2.4,142000 ,4.0,Tiptronic,Front,Left wheel,Sky blue,12,12
14083,19130,697,TOYOTA,Prius,Hatchback,No,Petrol,1.8,98483 ,4.0,Automatic,Front,Left wheel,White,8,9
14084,28225,501,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,56000 ,4.0,Automatic,Front,Left wheel,Black,4,10
14087,18500,730,KIA,RIO,Sedan,No,Petrol,1.6,53000 ,4.0,Tiptronic,Front,Left wheel,Silver,10,8
14088,16621,0,HONDA,Cr-v,Jeep,No,Petrol,2.4,175000 ,4.0,Automatic,4x4,Left wheel,Grey,0,20
14089,706,585,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,133363 ,4.0,Automatic,Front,Left wheel,Silver,12,11
14090,11133,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,179381 ,4.0,Automatic,Front,Left wheel,Black,12,10
14093,4077,474,FIAT,500,Sedan,Yes,Petrol,1.4,61650 ,4.0,Automatic,Front,Left wheel,Black,12,11
14097,27911,0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,67000 ,4.0,Automatic,Front,Left wheel,Beige,12,11
14098,9252,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,540833 ,4.0,Automatic,Front,Left wheel,Orange,4,9
14099,27770,639,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,165000 ,4.0,Automatic,Front,Left wheel,Black,4,10
14100,14959,836,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,127347 ,4.0,Automatic,Front,Left wheel,Black,4,14
14101,14426,1024,SUBARU,Forester,Jeep,No,Petrol,2.5,275200 ,4.0,Automatic,4x4,Left wheel,White,6,14
14102,27284,0,MERCEDES-BENZ,Vito,Minivan,No,Diesel,2.2,26000 ,4.0,Automatic,Rear,Left wheel,White,2,17
14105,18503,761,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,160000 ,4.0,Variator,Front,Left wheel,Grey,8,14
14108,19817,0,HONDA,Insight,Coupe,No,Hybrid,1.3,126000 ,4.0,Automatic,Front,Left wheel,Blue,8,11
14111,28212,707,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,100959 ,4.0,Automatic,Front,Left wheel,Black,4,13
14112,19306,503,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,68000 ,4.0,Automatic,Front,Left wheel,Blue,4,12
14113,19444,530,HYUNDAI,Elantra i30,Hatchback,Yes,Diesel,1.6,122000 ,4.0,Tiptronic,Front,Left wheel,White,6,11
14114,38894,770,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,96618 ,4.0,Automatic,Front,Left wheel,Grey,4,8
14115,392,831,HYUNDAI,Tucson,Jeep,Yes,Petrol,2.4,179746 ,4.0,Automatic,Front,Left wheel,White,0,13
14116,157,640,FORD,Fusion,Sedan,Yes,Hybrid,2.0,339920 ,4.0,Automatic,Front,Left wheel,White,0,11
14117,7213,0,NISSAN,Vanette,Minivan,No,Petrol,1.8,202000 ,4.0,Manual,4x4,Right-hand drive,Black,2,21
14118,11133,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,179381 ,4.0,Automatic,Front,Left wheel,Black,12,10
14120,18240,583,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,154900 ,4.0,Automatic,Front,Left wheel,White,4,13
14121,1019,831,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,25635 ,4.0,Automatic,Front,Left wheel,Black,12,7
14123,7806,687,DAEWOO,Lacetti,Sedan,Yes,Diesel,1.6,219822 ,4.0,Automatic,Front,Left wheel,White,4,14
14125,16151,623,KIA,Cerato,Sedan,Yes,Diesel,1.6,40523 ,4.0,Automatic,Front,Left wheel,Black,4,9
14126,13877,751,CHEVROLET,Malibu,Sedan,Yes,Petrol,2.4,226233 ,4.0,Automatic,Front,Left wheel,White,4,11
14127,314,781,SUBARU,Forester,Jeep,Yes,Petrol,2.5,204579 ,4.0,Automatic,4x4,Left wheel,Black,0,12
14128,18503,730,HYUNDAI,Elantra,Sedan,Yes,LPG,1.6,30312 ,4.0,Automatic,Front,Left wheel,Grey,4,8
14130,2901,642,AUDI,A4,Sedan,Yes,Petrol,2.0,177512 ,4.0,Automatic,4x4,Left wheel,Black,12,12
14131,16004,890,KIA,Optima,Sedan,Yes,Petrol,2.0,43618 ,4.0,Automatic,Front,Left wheel,Silver,4,8
14134,26657,0,HYUNDAI,Elantra,Sedan,No,Petrol,2.0,1624000 ,4.0,Tiptronic,Front,Left wheel,White,12,8
14135,17249,0,FORD,Fiesta,Hatchback,No,Petrol,1.6,52000 ,4.0,Automatic,Front,Left wheel,Black,8,7
14136,20385,0,TOYOTA,Prius Plug IN,Hatchback,No,Petrol,1.8,210000 ,4.0,Automatic,Front,Left wheel,White,0,12
14137,1725,924,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,1.8,48579 ,4.0,Automatic,Front,Left wheel,Red,12,7
14139,39389,639,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,80186 ,4.0,Automatic,Front,Left wheel,Blue,4,10
14141,19946,528,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,58317 ,4.0,Automatic,Front,Left wheel,Black,4,10
14142,314,753,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,323883 ,4.0,Automatic,Front,Left wheel,Blue,12,12
14145,9722,0,TOYOTA,Ractis,Sedan,No,Petrol,1.5,116800 ,4.0,Tiptronic,Front,Right-hand drive,Brown,2,17
14148,3293,475,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,126419 ,4.0,Automatic,Front,Left wheel,Silver,12,12
14149,9408,1236,HONDA,FIT Premiym,Hatchback,No,Hybrid,1.3,151000 ,4.0,Tiptronic,Front,Right-hand drive,Blue,2,13
14152,34497,934,TOYOTA,RAV 4,Sedan,No,Petrol,2.5,74000 ,4.0,Automatic,Front,Left wheel,Grey,0,9
14154,60,0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,100000 ,4.0,Automatic,Front,Left wheel,Silver,12,12
14155,15053,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,269972 ,4.0,Automatic,Front,Left wheel,Silver,4,9
14156,12777,583,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.6,167776 ,4.0,Automatic,Front,Left wheel,Silver,4,13
14158,27065,640,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,181796 ,4.0,Automatic,Front,Left wheel,Black,4,11
14160,3920,645,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,326325 ,4.0,Automatic,Front,Left wheel,Silver,12,13
14161,18817,891,FORD,Focus,Hatchback,Yes,Petrol,2.0,74000 ,4.0,Tiptronic,Front,Left wheel,Black,12,8
14163,16308,911,KIA,Sorento,Jeep,Yes,Diesel,2.2,74000 ,4.0,Automatic,Front,Left wheel,Grey,4,14
14166,9722,0,SUZUKI,Swift,Sedan,Yes,Petrol,1.5,130000 ,4.0,Automatic,Front,Right-hand drive,White,2,18
14167,16308,687,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,57559 ,4.0,Automatic,Front,Left wheel,White,4,14
14169,3293,780,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,20040 ,4.0,Automatic,Front,Left wheel,Silver,12,5
14170,13485,751,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,96165 ,4.0,Automatic,Front,Left wheel,Blue,8,11
14172,8154,1111,HONDA,FIT,Universal,No,Hybrid,1.3,116000 ,4.0,Variator,Front,Right-hand drive,White,2,12
14173,24462,505,BMW,530,Sedan,Yes,Hybrid,2.0,45525 ,4.0,Automatic,Rear,Left wheel,Grey,12,6
14174,39891,694,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.2,81000 ,4.0,Automatic,Front,Left wheel,Silver,4,10
14176,11133,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,179381 ,4.0,Automatic,Front,Left wheel,Black,12,10
14178,784,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,102397 ,4.0,Automatic,Front,Left wheel,Black,12,10
14182,11760,924,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.7,332077 ,4.0,Automatic,Front,Left wheel,Black,4,13
14185,706,1091,FORD,Fusion,Sedan,Yes,Petrol,2.5,135810 ,4.0,Automatic,Front,Left wheel,Grey,12,8
14186,18817,609,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058 ,4.0,Automatic,Front,Left wheel,White,12,6
14188,188,382,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.5,125358 ,4.0,Automatic,Front,Left wheel,Grey,0,7
14191,17249,900,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,68728 ,4.0,Automatic,Front,Left wheel,Red,0,9
14194,18826,530,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,88694 ,4.0,Automatic,Front,Left wheel,Silver,4,11
14195,24123,1099,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.7,113724 ,4.0,Automatic,Front,Left wheel,Black,4,14
14196,18189,0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,512000 ,4.0,Variator,Front,Left wheel,Silver,12,14
14198,784,779,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,78670 ,4.0,Automatic,Front,Left wheel,Silver,12,11
14200,12083,862,HYUNDAI,H1,Jeep,Yes,Diesel,2.5,43224 ,4.0,Automatic,Front,Left wheel,Blue,4,13
14201,15053,528,FORD,Escape,Jeep,No,Petrol,1.6,0 ,4.0,Automatic,4x4,Left wheel,Blue,0,10
14203,282,639,BMW,328,Sedan,Yes,Petrol,2.0,181659 ,4.0,Automatic,4x4,Left wheel,Black,12,10
14204,1960,584,NISSAN,Sentra,Sedan,Yes,Petrol,1.8,81587 ,4.0,Automatic,Front,Left wheel,Grey,12,10
14205,282,640,AUDI,A4,Sedan,Yes,Petrol,2.0,157584 ,4.0,Automatic,4x4,Left wheel,Black,0,11
14206,12544,1246,FORD,Escape,Jeep,Yes,Hybrid,2.3,156000 ,4.0,Automatic,4x4,Left wheel,Green,6,16
14207,1960,585,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,177590 ,4.0,Automatic,Front,Left wheel,Grey,12,11
14208,14897,1249,TOYOTA,RAV 4,Jeep,Yes,Petrol,2.5,56893 ,4.0,Automatic,Front,Left wheel,Red,12,7
14209,392,761,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,267165 ,4.0,Automatic,Front,Left wheel,White,12,14
14211,3136,639,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.0,104085 ,4.0,Automatic,Front,Left wheel,Silver,12,10
14213,37799,777,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,77850 ,4.0,Automatic,Front,Left wheel,Black,4,10
14214,862,259,CHEVROLET,Volt,Jeep,Yes,Hybrid,1.4,133195 ,4.0,Automatic,Front,Left wheel,Black,0,10
14215,13799,0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.5,137000 ,4.0,Automatic,Front,Left wheel,Golden,6,16
14216,35570,1091,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,77227 ,4.0,Automatic,Front,Left wheel,Grey,4,8
14217,35344,934,HYUNDAI,H1,Universal,Yes,Diesel,2.5,90660 ,4.0,Automatic,Front,Left wheel,White,4,9
14222,10976,1185,FORD,Escape,Jeep,Yes,Hybrid,2.5,184000 ,4.0,Automatic,Front,Left wheel,Grey,12,15
14223,862,751,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,175790 ,4.0,Automatic,Front,Left wheel,Blue,12,11
14225,34836,770,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,106553 ,4.0,Automatic,Front,Left wheel,White,4,8
14227,40983,639,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,120871 ,4.0,Automatic,Front,Left wheel,Silver,4,10
14228,5645,751,KIA,Optima,Sedan,Yes,Hybrid,2.4,100000 ,4.0,Automatic,Front,Left wheel,Black,12,11
14230,19757,0,CITROEN,DS 4,Hatchback,Yes,Petrol,1.6,128000 ,4.0,Automatic,Front,Right-hand drive,Grey,8,13
14231,12027,502,HONDA,FIT,Hatchback,Yes,Petrol,1.5,113000 ,4.0,Automatic,Front,Left wheel,White,4,11
14233,15367,475,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,61100 ,4.0,Tiptronic,Front,Left wheel,Red,12,12
14234,14021,0,FORD,Focus,Hatchback,Yes,Petrol,2.0,130000 ,4.0,Automatic,Front,Left wheel,Red,8,13
14235,17562,0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,2005000 ,4.0,Variator,Front,Left wheel,White,8,15
14237,1019,1275,JEEP,Cherokee,Sedan,Yes,Petrol,2.4,24805 ,4.0,Automatic,Front,Left wheel,Silver,12,5
14238,9565,1091,TOYOTA,RAV 4,Jeep,Yes,Petrol,2.5,60677 ,4.0,Automatic,Front,Left wheel,Grey,12,8
14239,27889,707,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,138000 ,4.0,Automatic,Front,Left wheel,Silver,4,13
14241,21012,751,TOYOTA,Camry,Sedan,Yes,Petrol,2.4,77182 ,4.0,Automatic,Front,Left wheel,Grey,8,11
14243,15053,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,309174 ,4.0,Automatic,Front,Left wheel,Silver,4,9
14244,12548,308,HONDA,FIT,Hatchback,Yes,Hybrid,1.5,98937 ,4.0,Automatic,Front,Left wheel,White,4,9
14245,27162,730,CHEVROLET,Orlando,Jeep,Yes,Diesel,1.6,118365 ,4.0,Automatic,Front,Left wheel,White,4,8
14249,17484,583,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,128147 ,4.0,Automatic,Front,Left wheel,White,4,13
14250,17923,707,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,172000 ,4.0,Automatic,Front,Left wheel,White,4,13
14252,31361,394,TOYOTA,Avalon,Sedan,Yes,Hybrid,2.5,144000 ,4.0,Automatic,Front,Left wheel,Black,12,10
14254,5802,790,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.6,84818 ,4.0,Automatic,Front,Left wheel,Blue,4,15
14257,282,333,FORD,Fusion,Sedan,Yes,Hybrid,2.0,0 ,4.0,Automatic,Front,Left wheel,Silver,0,10
14258,2587,753,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,277614 ,4.0,Automatic,Front,Left wheel,White,12,12
14260,50,0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,120000 ,4.0,Automatic,Front,Left wheel,White,8,12
14261,21975,707,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,193873 ,4.0,Automatic,Front,Left wheel,White,4,13
14262,2274,777,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,53675 ,4.0,Automatic,Front,Left wheel,Silver,12,10
14263,470,831,HYUNDAI,Sonata,Jeep,Yes,Hybrid,2.4,278989 ,4.0,Automatic,Front,Left wheel,Blue,0,13
14264,24148,777,SUBARU,Forester,Jeep,No,Petrol,2.5,55000 ,4.0,Automatic,4x4,Left wheel,Black,12,10
14267,20385,707,MITSUBISHI,Outlander Sport,Jeep,No,Petrol,2.0,95000 ,4.0,Automatic,4x4,Left wheel,Blue,10,13
14271,6743,1079,JAGUAR,E-pace,Jeep,Yes,Petrol,2.0,10782 ,4.0,Automatic,4x4,Left wheel,White,12,6
14272,19757,697,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,57000 ,4.0,Automatic,Front,Left wheel,Black,10,9
14273,28000,1017,BMW,520 d xDrive Luxury,Sedan,Yes,Diesel,2.0,48578 ,4.0,Automatic,Front,Left wheel,Sky blue,12,7
14274,1490,831,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,202637 ,4.0,Automatic,Front,Left wheel,Black,0,13
14275,15681,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,263886 ,4.0,Automatic,Front,Left wheel,Silver,4,8
14276,29166,0,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.0,33100 ,4.0,Automatic,Front,Left wheel,Blue,6,7
14278,20698,831,HYUNDAI,Elantra,Sedan,Yes,LPG,1.6,120000 ,4.0,Automatic,Front,Left wheel,Silver,4,7
14279,15053,584,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,83000 ,4.0,Automatic,Front,Left wheel,Black,6,10
14280,706,761,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,73402 ,4.0,Automatic,Front,Left wheel,White,12,14
14281,21639,0,FORD,Fusion,Sedan,No,Petrol,2.5,174400 ,4.0,Automatic,Front,Left wheel,White,12,9
14283,10036,1110,HONDA,FIT,Hatchback,No,Hybrid,1.3,101000 ,4.0,Automatic,Front,Right-hand drive,Silver,4,11
14284,20385,585,TOYOTA,Prius,Sedan,No,Hybrid,1.8,105000 ,4.0,Automatic,Front,Left wheel,White,0,11
14285,706,585,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,105328 ,4.0,Automatic,Front,Left wheel,White,12,11
14289,10976,562,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,76800 ,4.0,Tiptronic,Front,Left wheel,Black,10,9
14293,31204,764,KIA,Optima,Sedan,Yes,Diesel,1.7,30574 ,4.0,Automatic,Front,Left wheel,White,4,8
14298,13485,0,OPEL,Astra H,Goods wagon,No,Diesel,1.7,260000 ,4.0,Manual,Front,Left wheel,Silver,8,17
14302,11992,761,CHEVROLET,Lacetti,Sedan,Yes,Petrol,1.8,147398 ,4.0,Automatic,Front,Left wheel,Grey,4,14
14304,22580,0,MAZDA,Mazda 6 Grand Touring,Sedan,Yes,Petrol,2.5,135000 ,4.0,Tiptronic,Front,Left wheel,Red,6,11
14305,549,765,MERCEDES-BENZ,C 300,Sedan,Yes,Petrol,2.0,54549 ,4.0,Automatic,Rear,Left wheel,Blue,12,9
14309,13485,878,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,167219 ,4.0,Automatic,Front,Left wheel,White,8,15
14311,4077,751,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,104557 ,4.0,Automatic,Front,Left wheel,Grey,12,11
14313,9408,1413,HONDA,FIT,Hatchback,No,Petrol,1.5,39333 ,4.0,Variator,Front,Right-hand drive,Silver,8,13
14314,19444,642,KIA,Optima,Sedan,Yes,Petrol,2.0,67000 ,4.0,Tiptronic,Front,Left wheel,Blue,12,12
14315,26528,777,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,183731 ,4.0,Automatic,Front,Left wheel,Silver,4,10
14316,12858,0,HONDA,FIT,Hatchback,No,Hybrid,1.3,145000 ,4.0,Automatic,Front,Right-hand drive,White,4,11
